,Overall Accuracy,Raw Chroma Accuracy,Raw Pitch Accuracy,Voicing False Alarm,Voicing Recall
0,0.557256043882,0.651386440135,0.583961104878,0.107978182491,0.400918950687
1,0.558459691156,0.765087571218,0.672029964127,0.275289231682,0.474256172188
2,0.763071282756,0.586138175376,0.464791851196,0.0207498984271,0.353336285799
3,0.473084086676,0.643574297189,0.602800089246,0.223500611995,0.525100401606
4,0.540574301888,0.738995361862,0.657893585368,0.123132200297,0.476656165223
5,0.60507107184,0.773325861586,0.7057376794,0.108681478509,0.459481336198
6,0.720718849011,0.896966699637,0.861729310913,0.346159247297,0.796406198483
7,0.719631402098,0.779047250194,0.744481022463,0.0928709469616,0.589562354764
8,0.273410482796,0.534535424455,0.407495212911,0.0157101228937,0.206027172426
9,0.504681012299,0.663985073542,0.554144757566,0.188791228706,0.469577649083
10,0.487864266791,0.546800410901,0.523264245574,0.0611360894835,0.296483171189
11,0.665110800907,0.744229782869,0.61215592409,0.0919294494923,0.551205334245
12,0.579918179861,0.756112514408,0.725556073277,0.219190906051,0.590185643868
13,0.711618362383,0.881006046295,0.83327966799,0.219772589185,0.736789381417
14,0.566527196653,0.693458345262,0.662610936158,0.285742035742,0.628471228171
15,0.904958994405,0.990066225166,0.989609499886,0.215667987876,0.968371774378
16,0.306901840491,0.476139233557,0.428154167124,0.424603773585,0.563983748765
17,0.682360570687,0.903934593766,0.81067961165,0.223219140837,0.711037301993
18,0.706807798726,0.816124270753,0.78779784916,0.430365296804,0.872460813945
19,0.658841797589,0.852748012444,0.80180608365,0.481649484536,0.844884203249
20,0.465932827161,0.681401886108,0.524211099021,0.253300431832,0.497052956112
21,0.749694811801,0.877325651182,0.852568719241,0.511340893929,0.892029768335
22,0.723325468607,0.874879206756,0.856812738961,0.582874162323,0.924414940549
23,0.69041558134,0.877319311407,0.832607676335,0.391747325522,0.768169334852
24,0.663401146289,0.699702541915,0.696187128177,0.263542529948,0.543401838832
25,0.609193483776,0.693775978998,0.630496609057,0.243231665524,0.577280682564
26,0.77990430622,0.868586387435,0.853851907255,0.165194315444,0.712266267764
